text,sc_status,income,purpose,activity,project_cost,loan_required,education_level,course,course_type,course_recognized
I am an SC student and my family income is Rs 109866. I want to study BTech. My course fee is Rs 2618503 and I need a loan of 1.8 lakhs.,Yes,109866,Education,NA,2618503,177552,12th,BTech,professional,Yes
I belong to the SC category. I want an education loan for BTech. My annual family income is Rs 141067 and I need around ₹2085564.,Yes,141067,Education,NA,2085564,2085564,Postgraduate,BTech,technical,Yes
I belong to the SC category. I want an education loan for MCA. My annual family income is 142314 rupees and I need around 4.1 lakhs.,Yes,142314,Education,NA,3780572,414798,Graduate,MCA,professional,Yes
I am an SC beneficiary. My family income is 94272 rupees. I want to start a computer centre business and need a loan of 1.1 lakhs.,Yes,94272,Business,computer centre,171461,108738,NA,NA,NA,NA
My family earns around Rs 334894 per year. I belong to the SC community and want to start a small manufacturing. I need around Rs 92117.,Yes,334894,Business,small manufacturing,106032,92117,NA,NA,NA,NA
I am from Scheduled Caste and want financial assistance for my BTech course. My family income is 3.2 lakh and I require 25.3 lakh.,Yes,320094,Education,NA,2818032,2530348,12th,BTech,technical,Yes
I do not belong to the SC category. My family income is 474186 rupees and I need a loan for a computer centre.,No,474186,Business,computer centre,354447,304447,NA,NA,NA,NA
I am from Scheduled Caste and want financial assistance for my pharmacy course. My family income is 4.4 lakhs and I require 2269851 rupees.,Yes,435391,Education,NA,2269851,2269851,Postgraduate,pharmacy,management,Yes
I want to open a grocery shop. I am an SC beneficiary and my yearly family income is 197745 rupees. I require about ₹346433.,Yes,197745,Business,grocery shop,422427,346433,NA,NA,NA,NA
My family earns around 2.2 lakh per year. I belong to the SC community and want to start a small manufacturing. I need around Rs 272480.,Yes,220789,Business,small manufacturing,361095,272480,NA,NA,NA,NA
"My family earns 92759 rupees per year. I am an SC beneficiary and want to pursue nursing, which is a management course. The fee is 3.3 lakhs.",Yes,92759,Education,NA,334390,334390,Postgraduate,nursing,management,Yes
My family earns around 235898 rupees per year. I belong to the SC community and want to start a food business. I need around 3.6 lakh.,Yes,235898,Business,food business,424763,358556,NA,NA,NA,NA
I am from SC category and want financial help for my grocery shop. The total project cost is 3.5 lakhs and I need 334370 rupees as loan. My annual income is ₹112198.,Yes,112198,Business,grocery shop,352564,334370,NA,NA,NA,NA
I am an SC student and my family income is Rs 137012. I want to study BTech. My course fee is ₹1225954 and I need a loan of 9.6 lakhs.,Yes,137012,Education,NA,1225954,957890,Graduate,BTech,medical,Yes
I am from SC category and want financial help for my transport. The total project cost is 4.3 lakh and I need Rs 376328 as loan. My annual income is Rs 170366.,Yes,170366,Business,transport,425211,376328,NA,NA,NA,NA
I am an SC student and my family income is 4.9 lakhs. I want to study engineering. My course fee is 32.9 lakh and I need a loan of ₹188402.,Yes,487959,Education,NA,3293172,188402,Graduate,engineering,professional,Yes
I am not an SC beneficiary. I want to start a poultry and need ₹64884.,No,498849,Business,poultry,114884,64884,NA,NA,NA,NA
I belong to Scheduled Caste and want to start a small tailoring. My income is Rs 365966 and the project will cost about ₹467787.,Yes,365966,Business,tailoring,467787,389278,NA,NA,NA,NA
"I need a loan to study MBA. I am an SC student, my income is 461140 rupees, and the course fee is 38.3 lakh.",Yes,461140,Education,NA,3832496,2928568,12th,MBA,management,Yes
"I need a loan to study MBA. I am an SC student, my income is ₹146108, and the course fee is 27.5 lakh.",Yes,146108,Education,NA,2745491,1853959,Postgraduate,MBA,professional,Yes
I belong to the SC category. I want an education loan for MBA. My annual family income is 1.2 lakh and I need around 19.4 lakh.,Yes,116927,Education,NA,1941415,1941415,Postgraduate,MBA,technical,Yes
I am not an SC beneficiary. I want to start a computer centre and need ₹71019.,No,421860,Business,computer centre,121019,71019,NA,NA,NA,NA
"I need a loan to study law. I am an SC student, my income is 184292 rupees, and the course fee is 37.2 lakhs.",Yes,184292,Education,NA,3723576,1098183,Graduate,law,technical,Yes
I am from Scheduled Caste and want financial assistance for my pharmacy course. My family income is Rs 293378 and I require 8.2 lakh.,Yes,293378,Education,NA,2405077,817973,Graduate,pharmacy,management,Yes
I belong to the SC category. I want an education loan for MBA. My annual family income is Rs 247961 and I need around Rs 2811769.,Yes,247961,Education,NA,2811769,2811769,12th,MBA,professional,Yes
I belong to Scheduled Caste and want to start a small grocery shop. My income is 95355 rupees and the project will cost about Rs 183717.,Yes,95355,Business,grocery shop,183717,167448,NA,NA,NA,NA
I belong to Scheduled Caste and want to start a small repair shop. My income is 187079 rupees and the project will cost about 90785 rupees.,Yes,187079,Business,repair shop,90785,68495,NA,NA,NA,NA
"I need a loan to study medical. I am an SC student, my income is Rs 336761, and the course fee is 30.4 lakh.",Yes,336761,Education,NA,3036307,511226,12th,medical,management,Yes
I am from Scheduled Caste and want financial assistance for my law course. My family income is 493916 rupees and I require 2061076 rupees.,Yes,493916,Education,NA,3811440,2061076,12th,law,professional,Yes
I belong to Scheduled Caste and want to start a small food business. My income is 409908 rupees and the project will cost about ₹160418.,Yes,409908,Business,food business,160418,128772,NA,NA,NA,NA
My family earns around Rs 381783 per year. I belong to the SC community and want to start a computer centre. I need around 3.0 lakhs.,Yes,381783,Business,computer centre,394732,299246,NA,NA,NA,NA
I am an SC beneficiary. My family income is ₹88464. I want to start a food business business and need a loan of ₹53804.,Yes,88464,Business,food business,113615,53804,NA,NA,NA,NA
I do not belong to the SC category. My family income is ₹165370 and I need a loan for a service business.,No,165370,Business,service business,121139,71139,NA,NA,NA,NA
I am from SC category and want financial help for my small manufacturing. The total project cost is ₹492426 and I need ₹403134 as loan. My annual income is 259842 rupees.,Yes,259842,Business,small manufacturing,492426,403134,NA,NA,NA,NA
I want to open a poultry. I am an SC beneficiary and my yearly family income is 1.5 lakh. I require about ₹157494.,Yes,147511,Business,poultry,226509,157494,NA,NA,NA,NA
"I need a loan to study engineering. I am an SC student, my income is 3.8 lakhs, and the course fee is 18.2 lakhs.",Yes,381786,Education,NA,1817117,1817117,Postgraduate,engineering,professional,Yes
I am from Scheduled Caste and want financial assistance for my law course. My family income is 3.5 lakh and I require 7.1 lakh.,Yes,348790,Education,NA,2920359,713279,Graduate,law,professional,Yes
"My family earns 1.8 lakhs per year. I am an SC beneficiary and want to pursue nursing, which is a technical course. The fee is 4.6 lakhs.",Yes,181244,Education,NA,461682,217770,Graduate,nursing,technical,Yes
I belong to Scheduled Caste and want to start a small transport. My income is ₹448895 and the project will cost about 4.8 lakhs.,Yes,448895,Business,transport,480171,394730,NA,NA,NA,NA
"I need a loan to study nursing. I am an SC student, my income is 419798 rupees, and the course fee is Rs 3379224.",Yes,419798,Education,NA,3379224,2359954,Postgraduate,nursing,technical,Yes
I want to open a grocery shop. I am an SC beneficiary and my yearly family income is Rs 82702. I require about 233354 rupees.,Yes,82702,Business,grocery shop,267754,233354,NA,NA,NA,NA
I want to open a transport. I am an SC beneficiary and my yearly family income is 3.6 lakhs. I require about ₹82105.,Yes,356535,Business,transport,160564,82105,NA,NA,NA,NA
I belong to the SC category. I want an education loan for nursing. My annual family income is Rs 411500 and I need around 6.8 lakhs.,Yes,411500,Education,NA,2775378,684637,Postgraduate,nursing,technical,Yes
I am from SC category and want financial help for my tailoring. The total project cost is Rs 266537 and I need 2.1 lakhs as loan. My annual income is Rs 290172.,Yes,290172,Business,tailoring,266537,205449,NA,NA,NA,NA
I am an SC beneficiary. My family income is ₹174862. I want to start a small manufacturing business and need a loan of 2.0 lakhs.,Yes,174862,Business,small manufacturing,269524,201006,NA,NA,NA,NA
"I need a loan to study BTech. I am an SC student, my income is Rs 400174, and the course fee is 21.1 lakh.",Yes,400174,Education,NA,2110838,2110838,Postgraduate,BTech,management,Yes
"My family earns ₹401798 per year. I am an SC beneficiary and want to pursue BTech, which is a technical course. The fee is 8.4 lakhs.",Yes,401798,Education,NA,843440,123292,Postgraduate,BTech,technical,Yes
I am an SC student and my family income is 3.2 lakh. I want to study medical. My course fee is 8.1 lakh and I need a loan of Rs 812063.,Yes,316796,Education,NA,812063,812063,Graduate,medical,professional,Yes
I want to open a poultry. I am an SC beneficiary and my yearly family income is 2.0 lakh. I require about 2.1 lakhs.,Yes,197656,Business,poultry,277807,206060,NA,NA,NA,NA
I belong to the SC category. I want an education loan for MBA. My annual family income is Rs 227582 and I need around 10.2 lakhs.,Yes,227582,Education,NA,1365303,1018910,12th,MBA,medical,Yes
I belong to Scheduled Caste and want to start a small food business. My income is 1.7 lakh and the project will cost about ₹194569.,Yes,169306,Business,food business,194569,117256,NA,NA,NA,NA
I am from SC category and want financial help for my service business. The total project cost is 2.6 lakh and I need 2.3 lakh as loan. My annual income is 495279 rupees.,Yes,495279,Business,service business,258847,231294,NA,NA,NA,NA
"My family earns ₹464730 per year. I am an SC beneficiary and want to pursue engineering, which is a management course. The fee is 16.8 lakhs.",Yes,464730,Education,NA,1677748,1022912,12th,engineering,management,Yes
I am an SC student and my family income is 475558 rupees. I want to study MBA. My course fee is 22.9 lakhs and I need a loan of 1436835 rupees.,Yes,475558,Education,NA,2285943,1436835,12th,MBA,technical,Yes
I want to open a grocery shop. I am an SC beneficiary and my yearly family income is ₹142766. I require about 230372 rupees.,Yes,142766,Business,grocery shop,275245,230372,NA,NA,NA,NA
"I need a loan to study engineering. I am an SC student, my income is 2.9 lakhs, and the course fee is ₹3137209.",Yes,286107,Education,NA,3137209,2141720,12th,engineering,management,Yes
I do not belong to the SC category. My family income is 3.3 lakhs and I need a loan for a repair shop.,No,327439,Business,repair shop,127739,77739,NA,NA,NA,NA
I am not an SC beneficiary. I want to start a small manufacturing and need ₹293466.,No,300496,Business,small manufacturing,343466,293466,NA,NA,NA,NA
I do not belong to the SC category. My family income is ₹225567 and I need a loan for a transport.,No,225567,Business,transport,215876,165876,NA,NA,NA,NA
I do not belong to the SC category. My family income is 2.8 lakhs and I need a loan for a computer centre.,No,283573,Business,computer centre,230115,180115,NA,NA,NA,NA
"I need a loan to study nursing. I am an SC student, my income is ₹209100, and the course fee is Rs 2175492.",Yes,209100,Education,NA,2175492,1405568,12th,nursing,professional,Yes
My family earns around ₹489603 per year. I belong to the SC community and want to start a fisheries. I need around 3.3 lakhs.,Yes,489603,Business,fisheries,370318,326283,NA,NA,NA,NA
